val_mIoU,val_F1,val_OA,epoch,step,train_mIoU,train_F1,train_OA
,,,45,27323,0.8567476213845624,0.9217442363578623,0.9314300046179387
0.8577959079552986,0.9219758004483012,0.9080833579691121,46,27917,,,
,,,46,27917,0.8661804096015009,0.9273007358841925,0.9359757387366047
0.8648621505693663,0.9263768154049705,0.9122259071760823,47,28511,,,
,,,47,28511,0.8653033631731554,0.9267998660568542,0.9361468328325391
0.8677422587503602,0.927740345871187,0.9152571162823164,48,29105,,,
,,,48,29105,0.8622233274753839,0.9250020371397154,0.9347476145768941
0.8568079196994876,0.9214665100288346,0.9060865029498447,49,29699,,,
,,,49,29699,0.8578881194142647,0.9225468207608772,0.9316618812695184
0.869580773732785,0.9288995492000208,0.917093128634836,50,30293,,,
,,,50,30293,0.8608739471736615,0.9243139288813373,0.9330894935456635
0.8715483929741424,0.9300327286343724,0.9179155880432069,51,30887,,,
,,,51,30887,0.8719115579847582,0.9306501890457314,0.9395633387824278
0.8677260757063696,0.9277578785335691,0.9139865253501103,52,31481,,,
,,,52,31481,0.8752093686397793,0.9325821617053465,0.9417664670248492
0.865535156996508,0.926450511666224,0.9132702366338044,53,32075,,,
,,,53,32075,0.8730974813076333,0.9313380309905287,0.9405018963084166
0.8655897662632599,0.926810183710141,0.914513730611902,54,32669,,,
,,,54,32669,0.8763565659595698,0.9332207464424789,0.9423237025314086
0.8711593277399887,0.9298343202742269,0.9173023688088178,55,33263,,,
,,,55,33263,0.8707007793649865,0.929982897491701,0.9390795693788196
0.8689058556997704,0.9285860391495597,0.9171068986395834,56,33857,,,
,,,56,33857,0.8753217363283696,0.9326935792316471,0.9409283018272734
0.8756972583047231,0.9325288214568597,0.9201530271424174,57,34451,,,
,,,57,34451,0.8790864828464362,0.9348470182570914,0.9441951768834449
0.8679538287744604,0.9281422770492024,0.9155950975129642,58,35045,,,
,,,58,35045,0.8735099009797673,0.9316023897068619,0.9417090196534573
0.8654334243882273,0.9266463750187874,0.912759582090608,59,35639,,,
,,,59,35639,0.878830751694933,0.9346763697941166,0.9442004065722327
0.8671211609849716,0.9276303681484397,0.914874046361929,60,36233,,,
,,,60,36233,0.880657874597244,0.9357934917010894,0.9447813123252746
0.8689375195427949,0.9284695831543033,0.9159875773856474,61,36827,,,
,,,61,36827,0.8844756423331941,0.9379226539359351,0.9471217946438945
0.8710083844288155,0.9297947218720399,0.9169152298801008,62,37421,,,
,,,62,37421,0.8856053508500684,0.9385631552169995,0.948348221955476
0.8698583399842106,0.929184713659476,0.9167461225130008,63,38015,,,
,,,63,38015,0.8832574447782455,0.9372168852994056,0.9466832742858726
0.8707191156931358,0.9296171418205785,0.917576042752007,64,38609,,,
,,,64,38609,0.8823571583439209,0.9367551587805331,0.9454260297005337
0.87292439532068,0.9309011251588506,0.918765647660936,65,39203,,,
,,,65,39203,0.8872748117653297,0.9395269985953183,0.9490114227020914
0.874701700584589,0.9319025504339495,0.9194107080999168,66,39797,,,
,,,66,39797,0.8904606317440951,0.9413408540846964,0.950467748674078
0.8723906007555722,0.9306480249954223,0.9181959734377261,67,40391,,,
,,,67,40391,0.8915354903701904,0.9419697059725047,0.9509828262814324
0.873243565319778,0.931100430980613,0.9171958816523009,68,40985,,,
,,,68,40985,0.8897186542712323,0.9409265405099201,0.9502022005046212
0.8677989550941425,0.9280716634800412,0.916317714025609,69,41579,,,
,,,69,41579,0.8889394604288949,0.9404621031925352,0.9504269294153649
0.8709609587190049,0.9297865246530214,0.9178952093310357,70,42173,,,
,,,70,42173,0.8929381633474942,0.9427574185061733,0.9518091342353749
0.8732651999988074,0.9311142405167743,0.9174573194998545,71,42767,,,
,,,71,42767,0.8932206977388029,0.9429205255650535,0.952231842794536
0.8742667722017416,0.931587215757184,0.9188967208312118,72,43361,,,
,,,72,43361,0.8948841427837695,0.9438744059621349,0.9530414170287675
0.8670120360896926,0.9274709193736079,0.9161508630826676,73,43955,,,
,,,73,43955,0.8969465538129351,0.945032319640815,0.9537859551700545
0.8609189291426367,0.9240765033089575,0.910689879002178,74,44549,,,
,,,74,44549,0.8948951794739965,0.9438591095464386,0.953257874340053
0.8705704871771922,0.9295745325715367,0.9159919184957728,75,45143,,,
,,,75,45143,0.8967567299132599,0.9449256235373641,0.9539083565748723
0.8621604469554695,0.9245516970037979,0.913115475199539,76,45737,,,
,,,76,45737,0.8969189536248242,0.9450131817690347,0.9541102750801745
0.8701201999603074,0.9293301611853647,0.9164439304685843,77,46331,,,
,,,77,46331,0.8987178838892358,0.9460602607019536,0.9547502330033644
0.8720370942634186,0.930349112566899,0.9169732246228787,78,46925,,,
,,,78,46925,0.8995227900872798,0.9464844256148841,0.955557086429389
0.8733646401654576,0.9311920487759308,0.918825040797989,79,47519,,,
,,,79,47519,0.9007200251664893,0.9471665445083886,0.9560303201043914
0.869074122880575,0.9286742801649728,0.9174179937648667,80,48113,,,
,,,80,48113,0.9003998453546729,0.9469766663613415,0.9562811296707765
0.8722999606035529,0.9305231840032242,0.9191341177655692,81,48707,,,
,,,81,48707,0.9015722552414143,0.9476452795131177,0.9565564043906312
0.8725484273622586,0.9306197650995558,0.9185475051557108,82,49301,,,
,,,82,49301,0.9012746376552483,0.9474838282731082,0.9564280954140472
0.8600229208788628,0.9236552791111899,0.9110971908985687,83,49895,,,
,,,83,49895,0.9031989128701751,0.948569367045297,0.9570592165974432
0.871072152232815,0.9298232375577213,0.9162716107084306,84,50489,,,
,,,84,50489,0.9038576247144025,0.9489434235086193,0.9574479246870926
0.8729136138214313,0.930907384007933,0.917847971985231,85,51083,,,
,,,85,51083,0.9023927523827429,0.9481100759733694,0.9569499497105021
0.8717350084649454,0.9302327408493505,0.9172795146553129,86,51677,,,
,,,86,51677,0.9048225538313801,0.9494834793765345,0.9579843705930471
0.8694246654043164,0.9288395286566807,0.9165706481766314,87,52271,,,
,,,87,52271,0.9041531883491687,0.9491012128440695,0.9579936404643861
0.8726239342053737,0.9306679709942528,0.9182472034229683,88,52865,,,
,,,88,52865,0.9053014741345848,0.9497492419666709,0.9584216679074636
0.8718753926704432,0.9302607539031178,0.9172279892174895,89,53459,,,
,,,89,53459,0.9043741973161523,0.9492331531285161,0.9580716883427098
0.8723520545328707,0.930517718693613,0.9176524730652014,90,54053,,,
,,,90,54053,0.9067598119895431,0.950578891137849,0.9588649484311156
0.8724833575694873,0.9306615627034425,0.918375208559096,91,54647,,,
,,,91,54647,0.9046489863342073,0.9493867344651099,0.957962691181838
0.8734878081955677,0.9312092075475076,0.9185457401566901,92,55241,,,
,,,92,55241,0.90587656352463,0.9500696794832076,0.9586066985638722
0.8731409360184823,0.9310321683907571,0.9185972426524562,93,55835,,,
,,,93,55835,0.9067791507076357,0.9505830416290917,0.9589614846757232
0.8712380983759582,0.9299684855035688,0.91823794875569,94,56429,,,
,,,94,56429,0.9073636747346067,0.9509099000240033,0.9594312882628551
0.8733140494491954,0.931075812063347,0.9188344457263014,95,57023,,,
,,,95,57023,0.907097142264888,0.9507516964284346,0.959510178856755
0.8735095247619657,0.931213022704209,0.918428062875547,96,57617,,,
,,,96,57617,0.9061036505490805,0.9501909971136846,0.9590493383097194
0.8710900335965279,0.9298502739984036,0.9177724673330585,97,58211,,,
,,,97,58211,0.9079008345223928,0.9512180882248649,0.959413698983469
0.8719660011677087,0.9303637112195295,0.9188006974254611,98,58805,,,
,,,98,58805,0.9068894881646663,0.9506296084001419,0.9595965846754217
0.8720560563496706,0.9303939549207492,0.9183876716549586,99,59399,,,
,,,99,59399,0.9075652672676272,0.9510224105418459,0.9596023573841533
