val_mIoU,val_F1,val_OA,epoch,step,train_mIoU,train_F1,train_OA
,,,45,3955,0.8254799728852629,0.9025212805183089,0.9212128561596536
0.8404810917508674,0.9111581083926696,0.9318289990557391,46,4041,,,
,,,46,4041,0.8197612454852838,0.898754055005228,0.9214408674905465
0.8392437372184847,0.9104635446938567,0.9330010267472131,47,4127,,,
,,,47,4127,0.8260388597081565,0.9027847201822052,0.9225287825562232
0.8428501192816845,0.9127467688818196,0.9339715084756728,48,4213,,,
,,,48,4213,0.8273109150122104,0.9036689248443313,0.9219115445780198
0.8266878936031452,0.9021340091734598,0.9279912245509023,49,4299,,,
,,,49,4299,0.8258127391716648,0.9026220468808983,0.923347473144531
0.8412059809626984,0.9115755322086417,0.9334155759836424,50,4385,,,
,,,50,4385,0.8312010562982128,0.9060912740854468,0.9247021786002224
0.8370403097688144,0.9090040402380289,0.9313022725783975,51,4471,,,
,,,51,4471,0.8326302073084372,0.9070420526674015,0.92451952224554
0.8396472998899174,0.9105758450607876,0.9330187996225723,52,4557,,,
,,,52,4557,0.8341265064032741,0.9079252939299731,0.9255703160929123
0.8359173254139719,0.908235535648685,0.9334299485906196,53,4643,,,
,,,53,4643,0.8378324917628336,0.9101535355832271,0.9280567390974177
0.8415927153764174,0.9119940954046544,0.9328656368501518,54,4729,,,
,,,54,4729,0.8407074568819954,0.9119303148020033,0.9296305567719214
0.842006743864132,0.9119787579960381,0.9333295898289469,55,4815,,,
,,,55,4815,0.8396026143728398,0.9111583261128107,0.9296438915784968
0.8446747119705156,0.913733578310701,0.9346034014194424,56,4901,,,
,,,56,4901,0.8433691370943135,0.9134794121649938,0.9321325379748675
0.8410156506966522,0.9114506413843466,0.9337721123402631,57,4987,,,
,,,57,4987,0.8383117726264704,0.9102360664701039,0.9310938480288482
0.8426587825714154,0.9125878671693433,0.9337325702039986,58,5073,,,
,,,58,5073,0.8459153379185398,0.9150602533509663,0.9327828939570936
0.8383738090394761,0.9097793193175137,0.9331101412408449,59,5159,,,
,,,59,5159,0.8452805438464867,0.9146744630608008,0.9318778182184972
0.8424872506932549,0.9124726198619262,0.9341267787317737,60,5245,,,
,,,60,5245,0.8460790222608487,0.9152245311178842,0.9319686723309892
0.8414543619591284,0.9116796121927637,0.9339341224009617,61,5331,,,
,,,61,5331,0.847137031190229,0.915882480821002,0.932298887607663
0.8401497854348804,0.9107391798536955,0.9327747567963269,62,5417,,,
,,,62,5417,0.8489254935615198,0.916928367541415,0.9341993221016816
0.8400484364308503,0.9109267192370293,0.9331268516156149,63,5503,,,
,,,63,5503,0.850909369927531,0.9180256696035627,0.9356754103372262
0.842011905909799,0.912021751468624,0.9336508858186803,64,5589,,,
,,,64,5589,0.8522244983115792,0.9188465750384203,0.9361687039220055
0.8461787058603936,0.9146626348845165,0.9360671971260716,65,5675,,,
,,,65,5675,0.855149045094595,0.9206319017660407,0.9378565134004103
0.841200413415962,0.9115927325660953,0.9337960137776911,66,5761,,,
,,,66,5761,0.8548879035915328,0.9205201406485657,0.9369042252385338
0.843199338123771,0.9129209729465926,0.9350206362586315,67,5847,,,
,,,67,5847,0.8521336237032222,0.918834431690698,0.9355869903120883
0.8414292215493948,0.9117558923624178,0.9329398012502654,68,5933,,,
,,,68,5933,0.8609102636086536,0.9241295608917999,0.9392899302549139
0.8393250376106018,0.9103956654817543,0.9320414540028106,69,6019,,,
,,,69,6019,0.8569963662685469,0.9217150243166166,0.938274161760197
0.8441881908371407,0.9134051686249517,0.9346309979422216,70,6105,,,
,,,70,6105,0.8597420467441851,0.9233630301405324,0.9397620600323343
0.8430204653244011,0.9126419241432038,0.9344623295712136,71,6191,,,
,,,71,6191,0.8569297321212412,0.9217955994114967,0.9376949487730513
0.8446767294982218,0.9136734008132472,0.93449289005436,72,6277,,,
,,,72,6277,0.8611295006075217,0.9242034913839889,0.9407679591068
0.8353790451506469,0.9077800015553632,0.9302941512949874,73,6363,,,
,,,73,6363,0.859531725693961,0.9232637190039485,0.9397304224413493
0.8403403245277499,0.9109891174705456,0.9329531269717803,74,6449,,,
,,,74,6449,0.8579934369445298,0.9222607119720653,0.9395300676656322
0.8453126982919317,0.914061755555948,0.934551579591466,75,6535,,,
,,,75,6535,0.8639302656823996,0.9259627763894707,0.940247197483861
0.8445007018669004,0.9135082197998493,0.9344412474497278,76,6621,,,
,,,76,6621,0.8642120038765932,0.9260718081058628,0.9407859347587406
0.8403875235040674,0.9109605646311939,0.9324858212156734,77,6707,,,
,,,77,6707,0.8636463151768823,0.925689086334365,0.9411818038585573
0.8444370549068084,0.9135611774375318,0.9342175095389422,78,6793,,,
,,,78,6793,0.8637826947070673,0.925812409600872,0.9410767721575358
0.8464472291950584,0.9148343138514512,0.9355092114255691,79,6879,,,
,,,79,6879,0.863849732697697,0.9258477455518626,0.9417858123779295
0.8424625801694497,0.9123400946067153,0.9343341890037089,80,6965,,,
,,,80,6965,0.8663736460223801,0.927321238670171,0.9429401852363761
0.84426549525934,0.9134029587765499,0.9345457337313949,81,7051,,,
,,,81,7051,0.8707173477842356,0.9299227580853888,0.9446850100228952
0.8454562573723043,0.9141685057944942,0.9349845728117341,82,7137,,,
,,,82,7137,0.8671467964782558,0.9277849011509871,0.9430510609648947
0.8425393884590864,0.9123132975306739,0.9339726089713896,83,7223,,,
,,,83,7223,0.8711073167561542,0.9301505876849474,0.9440178483031516
0.8426851822712573,0.912436250188845,0.9337995087482784,84,7309,,,
,,,84,7309,0.8689584973637323,0.9288752282093992,0.9437829505565554
0.8430853799220334,0.9127209156380706,0.9339171841313907,85,7395,,,
,,,85,7395,0.8709765590389895,0.9300222902985038,0.9450544423835221
0.8437592167445908,0.9132015376830817,0.9335773262980528,86,7481,,,
,,,86,7481,0.8702974687880625,0.9296345651655112,0.9444846940595049
0.842959418735309,0.9126160271596804,0.9345253176408004,87,7567,,,
,,,87,7567,0.8733309864631521,0.9314143926393013,0.9464534992395444
0.8446120670001247,0.9136275849922809,0.9349367988401043,88,7653,,,
,,,88,7653,0.8717856551199157,0.9304757723858423,0.9458617997723955
0.844326351115239,0.9134737640853737,0.9345505872106425,89,7739,,,
,,,89,7739,0.8757233400745859,0.9328280375519363,0.947136973225793
0.8450070168244723,0.9138688080101303,0.9345416041850587,90,7825,,,
,,,90,7825,0.8730378225511657,0.931246614787424,0.9460309383481046
0.8459954699091823,0.914513486200448,0.9349962432967438,91,7911,,,
,,,91,7911,0.8733353888321054,0.9314065286740345,0.9470289474309875
0.8458538925877049,0.9144415891664122,0.9353296456050655,92,7997,,,
,,,92,7997,0.8744999978817836,0.9321207028558789,0.9460991482402001
0.8457088058676474,0.9143341083786302,0.9350599934121901,93,8083,,,
,,,93,8083,0.8763285476121864,0.9331999363062464,0.947441306225089
0.8456381739388827,0.9142853166891944,0.9350991750389099,94,8169,,,
,,,94,8169,0.8736052023678125,0.931574473411644,0.9468503996383311
0.8453029596968098,0.9140755813408212,0.9350380728961931,95,8255,,,
,,,95,8255,0.8740702771833857,0.9318344256430351,0.9467252021612121
0.8455358159973567,0.914223275081052,0.9350889093440041,96,8341,,,
,,,96,8341,0.8752527955992488,0.9325649885354492,0.9461380991824836
0.8442655320545411,0.9134117678081461,0.9346380270481425,97,8427,,,
,,,97,8427,0.8744947214257612,0.9320685739195104,0.9473468314769655
0.8451585611271497,0.9139708621982876,0.93502976314487,98,8513,,,
,,,98,8513,0.8757899984855474,0.932854172373497,0.9472916458928307
0.8452043262337489,0.914002526956196,0.9349077755684514,99,8599,,,
,,,99,8599,0.8732757560279667,0.9313637024817569,0.9465089675992033
